category,Bitrate (kb/s),PSNR (dB),VMAF,QP,std_bitrate,std_psnr,std_vmaf,codec
TelevisionClip,170.33333333333334,31.130757333333335,42.425278999999996,45,57.34883511361751,4.996068070002004,8.05836226738378,x265
TelevisionClip,94.33333333333333,28.526667333333332,25.665858,50,23.098821518760552,4.818002534189821,6.256851418665195,x265
Animation,21287.333333333332,46.90797,97.12893733333334,12,8550.90546212635,1.0887957388628946,2.2359315373860547,VP9
Animation,14720.0,44.62516233333333,96.49975333333333,18,7174.374537198348,1.1001425295867602,2.738927038126712,VP9
Animation,11143.0,43.10272233333333,95.90014166666667,24,6184.845403618967,1.2494156813823902,3.234125629617206,VP9
Animation,7645.0,41.129584,94.97297366666665,30,4489.522988766921,1.70543704364678,3.7976854282959702,VP9
Animation,5213.666666666667,39.06135166666667,93.48454500000001,36,3263.7690209667444,2.264694676405386,4.669395105091089,VP9
Animation,3497.6666666666665,36.83461500000001,91.01623966666666,42,2499.6149481247885,2.740227659886066,6.0933319191101765,VP9
Animation,2356.3333333333335,34.538783333333335,86.99041933333332,48,1920.816203828177,3.1103924400212835,8.871896534337113,VP9
Animation,1558.6666666666667,32.339607666666666,80.60886266666667,54,1403.5565143195656,3.47536926569924,13.064612090064298,VP9
Animation,977.3333333333334,30.214809333333335,70.76400633333333,60,933.9994051865818,3.9088216768869812,15.440000252873086,VP9
TelevisionClip,27732.666666666668,36.530193,99.13558133333333,12,22029.146909391555,7.186300455421738,0.5288331397787241,VP9
TelevisionClip,21127.0,35.71905833333334,98.32575033333335,18,17300.6211641856,6.068218551739456,1.222574881176699,VP9
TelevisionClip,17037.0,35.116816,97.33405499999999,24,14280.697555325043,5.253372565012498,1.9871788375168096,VP9
TelevisionClip,12259.666666666666,34.261693333333334,95.27747333333333,30,10503.65527910271,4.132534562780035,3.3176868843080363,VP9
TelevisionClip,8284.333333333334,33.363247,92.12474333333334,36,7254.263359493429,3.034592854855163,4.626130433709533,VP9
TelevisionClip,5122.666666666667,32.451684,87.46807233333334,42,4540.632579522618,2.0503659179045752,5.92721176335812,VP9
TelevisionClip,2885.3333333333335,31.598277666666664,81.29317066666667,48,2525.0893493542408,1.4151964311299285,7.019790516218288,VP9
TelevisionClip,1429.6666666666667,30.827814666666665,73.48097966666667,54,1188.3249649074205,1.3333829414541372,7.820573230829327,VP9
TelevisionClip,633.3333333333334,30.060674333333335,63.86848799999999,60,464.1453316461224,1.643427340707287,8.313768543071545,VP9
Animation,16875.333333333332,45.50739133333334,96.83582200000001,12,9272.970086343546,0.35450577977547937,2.7464714858368104,SVT-AV1
Animation,12372.666666666666,43.99351766666666,96.60800366666666,18,6327.190336599299,0.8431570321928304,2.895200487603846,SVT-AV1
Animation,9627.666666666666,42.784398,96.42894266666667,24,4811.792274079263,1.4411993298092647,2.9542052599682775,SVT-AV1
Animation,6820.666666666667,41.111454,95.99465166666668,30,3615.2423001631428,2.2217834604552853,3.1480209805173676,SVT-AV1
Animation,4707.0,39.299054000000005,95.25005766666668,36,2869.154695492501,3.075359293304442,3.2991571308241032,SVT-AV1
Animation,3333.6666666666665,37.54029933333334,94.20215566666666,42,2245.6931125057035,3.9686759032810377,3.5910134836613454,SVT-AV1
Animation,2363.6666666666665,35.767419999999994,92.85017933333334,48,1632.6625153070947,4.840319700687203,4.12582625589383,SVT-AV1
Animation,1655.0,33.882331666666666,90.20047533333333,54,1152.3821704047086,5.426140770156036,4.585761541060281,SVT-AV1
Animation,976.6666666666666,31.329449666666665,82.26873333333333,60,709.0568070017772,5.71552442829914,2.3939923386742286,SVT-AV1
TelevisionClip,27905.333333333332,46.603471000000006,98.13934866666666,12,22989.79765509523,1.4886998894767203,1.4903612218314353,SVT-AV1
TelevisionClip,21043.333333333332,44.96812233333333,96.79834,18,18284.457814098714,1.8974689656847847,2.5249649235124036,SVT-AV1
TelevisionClip,16246.333333333334,43.680017666666664,95.31688366666667,24,14531.193351621958,2.285820322298079,3.529126570494586,SVT-AV1
TelevisionClip,11130.333333333334,42.011677,92.97921833333334,30,10167.536618517235,2.9340498311587444,4.746608029367238,SVT-AV1
TelevisionClip,6613.333333333333,40.09738133333334,88.96564533333333,36,6081.442007360499,3.623218761600827,6.454697454226928,SVT-AV1
TelevisionClip,3374.6666666666665,38.285336666666666,83.95174833333333,42,2951.991681710653,4.2456780671040315,8.039218054217393,SVT-AV1
TelevisionClip,1702.6666666666667,36.873927333333334,78.39279466666666,48,1375.1490424273613,4.553001998012471,9.69551492767525,SVT-AV1
TelevisionClip,926.6666666666666,35.82360233333333,72.63003199999999,54,684.6363187042365,4.593475494200684,11.513255221877866,SVT-AV1
TelevisionClip,441.6666666666667,34.480199999999996,64.46103033333333,60,279.28997276824833,4.523021737769195,13.244899332518925,SVT-AV1
